cellules exporté sur '23/11/2014' 10:12.
 De '01/01/2014' à 31/12/2014.
Lot: BOX VACHES VMS

Numéro de l'animal	Production quotidienne	Cons. en concentrés	Date	Jours en lactation	Lactation
8941	41,48	6,9	18/04/2014	137	3
3166	18,15	3,6	18/04/2014	359	2
8970	32,62	5,0	18/04/2014	189	3
3504	15,01	2,8	18/04/2014	189	1
8933	23,37	4,2	18/04/2014	200	3
4977			18/04/2014	306	1
9			18/04/2014		
3227	17,29	2,9	18/04/2014	6	1
17			18/04/2014		
3230	14,27	2,8	18/04/2014	23	1
3129	25,99	4,6	18/04/2014	206	3
3133	22,93	2,3	18/04/2014	228	3
3509		1,9	18/04/2014		
8959	33,02	6,1	18/04/2014	170	3
3216	17,71	2,8	18/04/2014	155	1
8946	17,19	2,8	18/04/2014	226	4
4965	32,05	4,6	18/04/2014	129	2
8932			18/04/2014	351	3
3500	7,72	1,8	18/04/2014	4	1
3140	20,78	3,5	18/04/2014	327	2
4994	23,91	4,3	18/04/2014	123	2
3517			18/04/2014		
3532			18/04/2014		
8949	46,68	5,8	18/04/2014	63	4
3505	22,81	3,6	18/04/2014	25	1
5004	8,46	1,6	18/04/2014	187	1
3507			18/04/2014		
3536			18/04/2014		
4978	17,25	3,2	18/04/2014	129	2
3138	26,08	4,1	18/04/2014	191	3
4997	21,52	3,2	18/04/2014	265	1
4971	26,98	2,6	18/04/2014	198	2
3495	18,80	3,6	18/04/2014	118	1
4990	33,84	6,3	18/04/2014	69	2
14			18/04/2014		
1			18/04/2014		
3140	23,03	4,1	19/04/2014	328	2
4971	18,06	2,0	19/04/2014	199	2
4978	25,29	5,0	19/04/2014	130	2
3536			19/04/2014		
8932			19/04/2014	352	3
3507			19/04/2014		
5004	9,13	1,6	19/04/2014	188	1
3524			19/04/2014		
3133	15,92	1,9	19/04/2014	229	3
8949	41,27	5,3	19/04/2014	64	4
8970	23,56	3,7	19/04/2014	190	3
3138	23,93	3,7	19/04/2014	192	3
3514			19/04/2014		
3504	19,86	4,3	19/04/2014	190	1
8946	19,11	3,2	19/04/2014	227	4
3500	16,85	2,6	19/04/2014	5	1
3166	21,16	4,1	19/04/2014	360	2
14			19/04/2014		
17			19/04/2014		
8959	28,90	5,3	19/04/2014	171	3
7			19/04/2014		
3230	14,53	2,8	19/04/2014	24	1
3537			19/04/2014		
4997	22,01	3,5	19/04/2014	266	1
3129	27,18	4,4	19/04/2014	207	3
4994	24,79	4,6	19/04/2014	124	2
9			19/04/2014		
3517			19/04/2014		
4965	29,81	4,2	19/04/2014	130	2
8933	24,39	4,5	19/04/2014	201	3
4977			19/04/2014	307	1
8936	22,11	4,3	19/04/2014	241	4
3227	15,04	3,8	19/04/2014	7	1
3509		0,9	19/04/2014		
4990	34,62	5,9	19/04/2014	70	2
3216	27,70	4,1	19/04/2014	156	1
1			19/04/2014		
3505	25,52	4,1	19/04/2014	26	1
3541			19/04/2014		
3532			19/04/2014		
3495	19,92	3,8	19/04/2014	119	1
8941	30,71	5,2	19/04/2014	138	3
3505	13,30	2,1	20/04/2014	27	1
3524			20/04/2014		
3216	13,88	2,3	20/04/2014	157	1
3133	17,01	2,1	20/04/2014	230	3
3500	14,51	2,8	20/04/2014	6	1
3514			20/04/2014		
4994	16,88	3,0	20/04/2014	125	2
3140	28,52	4,7	20/04/2014	329	2
3532			20/04/2014		
8946	20,62	3,2	20/04/2014	228	4
9			20/04/2014		
3129	23,03	3,9	20/04/2014	208	3
4990	34,76	5,3	20/04/2014	71	2
3541			20/04/2014		
14			20/04/2014		
3536			20/04/2014		
1			20/04/2014		
4997	15,16	2,3	20/04/2014	267	1
3227	13,70	3,6	20/04/2014	8	1
3537			20/04/2014		
8933	12,11	2,2	20/04/2014	202	3
3138	31,81	4,7	20/04/2014	193	3
3517			20/04/2014		
8949	28,38	2,7	20/04/2014	65	4
4965	31,39	4,4	20/04/2014	131	2
3509		0,9	20/04/2014		
8970	30,04	4,6	20/04/2014	191	3
8932			20/04/2014	353	3
8936	10,76	2,0	20/04/2014	242	4
5004	12,81	1,9	20/04/2014	189	1
4977			20/04/2014	308	1
7			20/04/2014		
8941	42,72	6,6	20/04/2014	139	3
3495	17,52	3,0	20/04/2014	120	1
4971	18,19	1,8	20/04/2014	200	2
3504	11,94	2,1	20/04/2014	191	1
3507			20/04/2014		
3166	20,94	2,2	20/04/2014	361	2
8959	31,81	4,8	20/04/2014	172	3
4978	13,42	2,4	20/04/2014	131	2
3230	23,37	3,6	20/04/2014	25	1
17			20/04/2014		
1			21/04/2014		
3495	19,09	3,6	21/04/2014	121	1
3138	23,97	4,3	21/04/2014	194	3
8970	30,75	5,2	21/04/2014	192	3
17			21/04/2014		
3129	29,40	4,9	21/04/2014	209	3
9			21/04/2014		
8932			21/04/2014	354	3
8959	20,26	3,3	21/04/2014	173	3
4977			21/04/2014	309	1
3524			21/04/2014		
3505	16,77	2,8	21/04/2014	28	1
3541			21/04/2014		
3517			21/04/2014		
3504	26,16	4,4	21/04/2014	192	1
3230	14,11	2,8	21/04/2014	26	1
8941	38,38	6,3	21/04/2014	140	3
3537			21/04/2014		
4965	26,17	4,1	21/04/2014	132	2
4990	38,53	7,6	21/04/2014	72	2
4997	21,38	3,5	21/04/2014	268	1
3133	14,40	1,8	21/04/2014	231	3
8936	19,27	4,1	21/04/2014	243	4
7			21/04/2014		
8949	51,22	7,6	21/04/2014	66	4
3227	12,45	3,0	21/04/2014	9	1
8946	17,54	2,8	21/04/2014	229	4
4994	25,02	4,9	21/04/2014	126	2
3507			21/04/2014		
14			21/04/2014		
3216	16,86	2,8	21/04/2014	158	1
4978	22,58	4,3	21/04/2014	132	2
8933	29,85	5,5	21/04/2014	203	3
5004	9,34	1,6	21/04/2014	190	1
3166	16,94	3,4	21/04/2014	362	2
4971	17,02	1,8	21/04/2014	201	2
3140	25,57	4,9	21/04/2014	330	2
3536			21/04/2014		
3500	17,57	3,0	21/04/2014	7	1
3509		0,9	21/04/2014		
3514			21/04/2014		
3532			21/04/2014		
3504	20,50	3,5	22/04/2014	193	1
3133	16,50	2,1	22/04/2014	232	3
3509		0,9	22/04/2014		
3129	28,19	4,7	22/04/2014	210	3
3495	18,92	3,5	22/04/2014	122	1
3532			22/04/2014		
8936	18,44	3,7	22/04/2014	244	4
4965	30,06	5,1	22/04/2014	133	2
3138	25,77	4,9	22/04/2014	195	3
3500	18,07	3,4	22/04/2014	8	1
17			22/04/2014		
3514			22/04/2014		
8932			22/04/2014	355	3
3524			22/04/2014		
8959	34,94	5,4	22/04/2014	174	3
3541			22/04/2014		
1			22/04/2014		
4994	18,00	3,5	22/04/2014	127	2
8941	37,57	6,4	22/04/2014	141	3
3230	26,07	4,1	22/04/2014	27	1
5004	16,24	2,5	22/04/2014	191	1
3537			22/04/2014		
7			22/04/2014		
4997	18,73	2,9	22/04/2014	269	1
4971	12,64	1,5	22/04/2014	202	2
3166	22,38	4,3	22/04/2014	363	2
3505	24,19	3,7	22/04/2014	29	1
3227	16,45	4,5	22/04/2014	10	1
8946	26,69	4,5	22/04/2014	230	4
14			22/04/2014		
3216	14,47	2,5	22/04/2014	159	1
8933	21,65	4,4	22/04/2014	204	3
8949	38,15	4,2	22/04/2014	67	4
4978	23,45	4,3	22/04/2014	133	2
3517			22/04/2014		
4977			22/04/2014	310	1
9			22/04/2014		
8970	27,05	4,3	22/04/2014	193	3
3507	7,44		22/04/2014	0	1
4990	27,16	4,5	22/04/2014	73	2
3140	20,00	3,8	22/04/2014	331	2
3536			22/04/2014		
3500	20,24	3,6	23/04/2014	9	1
3532			23/04/2014		
3227	16,81	4,7	23/04/2014	11	1
9			23/04/2014		
8970	27,62	4,5	23/04/2014	194	3
3517			23/04/2014		
3495	23,16	3,8	23/04/2014	123	1
3133	10,55	1,2	23/04/2014	233	3
8933	22,83	4,5	23/04/2014	205	3
3140	23,72	4,2	23/04/2014	332	2
8932			23/04/2014	356	3
3505	15,90	2,8	23/04/2014	30	1
3504	17,77	3,0	23/04/2014	194	1
4977			23/04/2014	311	1
3536			23/04/2014		
8959	39,71	7,4	23/04/2014	175	3
3138	31,66	5,4	23/04/2014	196	3
5004	7,52	1,2	23/04/2014	192	1
8941	29,76	4,8	23/04/2014	142	3
4978	22,09	3,9	23/04/2014	134	2
3230	14,17	2,4	23/04/2014	28	1
3216	28,38	4,4	23/04/2014	160	1
4994	16,75	3,2	23/04/2014	128	2
3166	26,06	5,1	23/04/2014	364	2
17			23/04/2014		
4990	31,66	6,1	23/04/2014	74	2
3129	21,55	3,7	23/04/2014	211	3
4971	17,66	1,8	23/04/2014	203	2
3509		1,9	23/04/2014		
3514			23/04/2014		
4997	21,24	3,0	23/04/2014	270	1
1			23/04/2014		
4965	27,24	4,2	23/04/2014	134	2
8936	16,94	3,2	23/04/2014	245	4
3541			23/04/2014		
3524			23/04/2014		
3537			23/04/2014		
3507	3,88	0,4	23/04/2014	1	1
14			23/04/2014		
7			23/04/2014		
8946	19,02	3,3	23/04/2014	231	4
8949	53,25	7,1	23/04/2014	68	4
8933	23,98	4,6	24/04/2014	206	3
8959	21,30	3,4	24/04/2014	176	3
3230	24,44	3,8	24/04/2014	29	1
3517			24/04/2014		
4977			24/04/2014	312	1
3541			24/04/2014		
3138	20,62	3,2	24/04/2014	197	3
4994	20,48	5,3	24/04/2014	129	2
4990	45,12	7,0	24/04/2014	75	2
3166	25,82	5,3	24/04/2014	365	2
3524			24/04/2014		
3133	21,49	2,3	24/04/2014	234	3
8949	51,51	6,3	24/04/2014	69	4
8970	31,98	4,8	24/04/2014	195	3
3216	14,33	2,4	24/04/2014	161	1
4978	23,40	4,1	24/04/2014	135	2
4971	26,19	2,6	24/04/2014	204	2
3504	22,94	4,2	24/04/2014	195	1
8946	14,02	2,4	24/04/2014	232	4
5004	12,97	1,8	24/04/2014	193	1
3129	27,19	4,6	24/04/2014	212	3
3495	18,93	3,4	24/04/2014	124	1
1			24/04/2014		
9			24/04/2014		
17			24/04/2014		
3532			24/04/2014		
3514			24/04/2014		
3140	28,30	4,5	24/04/2014	333	2
4965	32,95	5,2	24/04/2014	135	2
3537			24/04/2014		
3507	2,84	0,9	24/04/2014	2	1
3505	21,58	3,2	24/04/2014	31	1
8936	18,91	3,9	24/04/2014	246	4
8941	48,15	7,1	24/04/2014	143	3
14			24/04/2014		
3500	23,15	4,1	24/04/2014	10	1
7			24/04/2014		
3509		1,8	24/04/2014		
8932			24/04/2014	357	3
4997	22,60	3,2	24/04/2014	271	1
3227	13,51	4,4	24/04/2014	12	1
3536			24/04/2014		
3500	17,19	3,4	25/04/2014	11	1
3495	18,50	3,4	25/04/2014	125	1
3140	27,08	4,8	25/04/2014	334	2
8932			25/04/2014	358	3
3541			25/04/2014		
3138	31,78	5,0	25/04/2014	198	3
3129	28,23	5,0	25/04/2014	213	3
8941	34,02	5,4	25/04/2014	144	3
4965	30,02	4,3	25/04/2014	136	2
3532			25/04/2014		
1			25/04/2014		
7			25/04/2014		
5004	18,15	2,6	25/04/2014	194	1
8970	28,78	4,7	25/04/2014	196	3
4977			25/04/2014	313	1
14			25/04/2014		
3517			25/04/2014		
3537			25/04/2014		
3524			25/04/2014		
8946	21,42	3,4	25/04/2014	233	4
3536			25/04/2014		
3505	33,30	4,4	25/04/2014	32	1
3133	14,52	1,9	25/04/2014	235	3
3514			25/04/2014		
4971	16,38	1,9	25/04/2014	205	2
8949	46,05	5,7	25/04/2014	70	4
3227	15,15	3,7	25/04/2014	13	1
4997	21,64	3,0	25/04/2014	272	1
8936	19,06	3,5	25/04/2014	247	4
8959	34,45	5,6	25/04/2014	177	3
3504	19,37	3,5	25/04/2014	196	1
17			25/04/2014		
3230	12,02	2,1	25/04/2014	30	1
4990	33,49	5,5	25/04/2014	76	2
9			25/04/2014		
4994	24,40	3,4	25/04/2014	130	2
3507	5,90	1,4	25/04/2014	3	1
8933	25,84	4,7	25/04/2014	207	3
3509	9,36	4,3	25/04/2014	0	1
3166	21,07	4,1	25/04/2014	366	2
4978	24,19	4,3	25/04/2014	136	2
3216	24,31	3,5	25/04/2014	162	1
5004	13,12	2,0	26/04/2014	195	1
1			26/04/2014		
17			26/04/2014		
3140	29,23	5,0	26/04/2014	335	2
4977			26/04/2014	314	1
3536			26/04/2014		
3133	17,14	2,0	26/04/2014	236	3
3227	24,39	5,8	26/04/2014	14	1
8933	19,15	3,8	26/04/2014	208	3
4997	21,32	2,8	26/04/2014	273	1
3216	22,09	3,2	26/04/2014	163	1
3230	28,89	3,9	26/04/2014	31	1
3166	23,43	4,6	26/04/2014	367	2
8970	27,34	4,3	26/04/2014	197	3
8959	46,73	7,5	26/04/2014	178	3
3541			26/04/2014		
8946	28,27	4,5	26/04/2014	234	4
4971	11,13	0,6	26/04/2014	206	2
3129	22,58	3,8	26/04/2014	214	3
3495	20,35	3,6	26/04/2014	126	1
4994	18,93	3,6	26/04/2014	131	2
14			26/04/2014		
7			26/04/2014		
8949	45,18	5,4	26/04/2014	71	4
8932			26/04/2014	359	3
4990	36,07	5,4	26/04/2014	77	2
8936	18,37	3,4	26/04/2014	248	4
4965	25,37	3,7	26/04/2014	137	2
3505	13,85	1,9	26/04/2014	33	1
3504	16,47	3,0	26/04/2014	197	1
3507	4,94	1,9	26/04/2014	4	1
8941	42,97	6,1	26/04/2014	145	3
3524			26/04/2014		
3514			26/04/2014		
4978	19,36	3,3	26/04/2014	137	2
3537			26/04/2014		
3138	33,81	5,1	26/04/2014	199	3
3509	4,31	4,4	26/04/2014	1	1
3500	22,57	4,8	26/04/2014	12	1
3517			26/04/2014		
3532			26/04/2014		
9			26/04/2014		
4977			27/04/2014	315	1
3517			27/04/2014		
3133	17,52	2,2	27/04/2014	237	3
3536			27/04/2014		
3216	24,58	3,7	27/04/2014	164	1
4978	17,63	3,1	27/04/2014	138	2
3129	33,06	5,5	27/04/2014	215	3
4997	17,42	2,4	27/04/2014	274	1
8949	28,70	7,3	27/04/2014	72	4
8959	22,37	3,7	27/04/2014	179	3
3505	32,89	4,3	27/04/2014	34	1
4965	38,17	5,7	27/04/2014	138	2
3500	12,62	2,7	27/04/2014	13	1
4990	41,73	7,1	27/04/2014	78	2
8946	15,00	2,6	27/04/2014	235	4
3514			27/04/2014		
3509	5,34	4,1	27/04/2014	2	1
8970	23,16	3,8	27/04/2014	198	3
3537			27/04/2014		
4971	19,20	2,1	27/04/2014	207	2
8936	20,34	3,8	27/04/2014	249	4
14			27/04/2014		
17			27/04/2014		
1			27/04/2014		
4994	21,85	4,3	27/04/2014	132	2
8933	25,22	5,0	27/04/2014	209	3
8941	38,11	6,1	27/04/2014	146	3
5004	8,48	1,4	27/04/2014	196	1
3227	15,92	4,2	27/04/2014	15	1
8932			27/04/2014	360	3
3166	15,14	3,0	27/04/2014	368	2
3524			27/04/2014		
3504	20,29	3,9	27/04/2014	198	1
3532			27/04/2014		
3541			27/04/2014		
9			27/04/2014		
3507	6,71	2,4	27/04/2014	5	1
7			27/04/2014		
3495	16,26	2,8	27/04/2014	127	1
3140	23,10	3,9	27/04/2014	336	2
3138	24,45	3,9	27/04/2014	200	3
3230	20,33	3,3	27/04/2014	32	1
3216	18,28	3,0	28/04/2014	165	1
3495	21,50	3,8	28/04/2014	128	1
3505	21,76	3,0	28/04/2014	35	1
4997	22,18	3,3	28/04/2014	275	1
8941	28,05	4,9	28/04/2014	147	3
7			28/04/2014		
3509	5,61	4,4	28/04/2014	3	1
3133	14,43	1,8	28/04/2014	238	3
17			28/04/2014		
14			28/04/2014		
3138	30,77	4,6	28/04/2014	201	3
8932			28/04/2014	361	3
4994	18,85	3,6	28/04/2014	133	2
3517			28/04/2014		
3166	25,94	5,0	28/04/2014	369	2
3504	16,97	2,7	28/04/2014	199	1
5004	17,05	2,6	28/04/2014	197	1
8959	42,83	7,6	28/04/2014	180	3
3536			28/04/2014		
3537			28/04/2014		
9			28/04/2014		
3230	19,57	2,9	28/04/2014	33	1
4978	25,48	4,6	28/04/2014	139	2
8946	23,70	4,1	28/04/2014	236	4
3514			28/04/2014		
4965	30,74	4,4	28/04/2014	139	2
4971	19,87	2,2	28/04/2014	208	2
4990	35,44	6,0	28/04/2014	79	2
3227	16,70	4,4	28/04/2014	16	1
8936	14,81	2,7	28/04/2014	250	4
3532			28/04/2014		
3129	18,61	3,1	28/04/2014	216	3
3541			28/04/2014		
8949	46,92	5,6	28/04/2014	73	4
1			28/04/2014		
4977			28/04/2014	316	1
8970	31,63	5,3	28/04/2014	199	3
3524			28/04/2014		
3140	27,89	5,1	28/04/2014	337	2
3500	29,10	4,6	28/04/2014	14	1
8933	20,59	4,0	28/04/2014	210	3
3507	11,45	2,8	28/04/2014	6	1
3166	25,60	5,3	29/04/2014	370	2
3138	26,54	4,1	29/04/2014	202	3
8933	25,97	5,1	29/04/2014	211	3
4990	33,34	5,6	29/04/2014	80	2
3517			29/04/2014		
8970	19,93	3,5	29/04/2014	200	3
3524			29/04/2014		
8949	46,82	5,9	29/04/2014	74	4
3537			29/04/2014		
3505	27,93	4,1	29/04/2014	36	1
17			29/04/2014		
4994	22,39	4,6	29/04/2014	134	2
3230	23,93	3,3	29/04/2014	34	1
8959	20,82	3,6	29/04/2014	181	3
5004	7,71	1,2	29/04/2014	198	1
8946	13,94	2,5	29/04/2014	237	4
3509	5,76	5,2	29/04/2014	4	1
8936	22,29	4,2	29/04/2014	251	4
3532			29/04/2014		
4997	22,32	3,1	29/04/2014	276	1
3514			29/04/2014		
3504	22,86	4,0	29/04/2014	200	1
3140	20,96	3,7	29/04/2014	338	2
4971	19,12	2,3	29/04/2014	209	2
8941	49,37	7,5	29/04/2014	148	3
3541			29/04/2014		
4965	28,54	4,3	29/04/2014	140	2
3495	23,21	4,2	29/04/2014	129	1
7			29/04/2014		
8932			29/04/2014	362	3
3133	16,86	2,2	29/04/2014	239	3
3500	20,39	4,2	29/04/2014	15	1
1			29/04/2014		
3227	9,81	2,2	29/04/2014	17	1
9			29/04/2014		
3216	23,37	3,3	29/04/2014	166	1
4978	16,51	3,0	29/04/2014	140	2
3536			29/04/2014		
3507	16,34	3,3	29/04/2014	7	1
14			29/04/2014		
4977			29/04/2014	317	1
3129	35,74	5,8	29/04/2014	217	3
3507	13,75	3,1	30/04/2014	8	1
8959	35,62	5,5	30/04/2014	182	3
3495	10,26	1,9	30/04/2014	130	1
3514			30/04/2014		
3166	21,15	4,5	30/04/2014	371	2
3541			30/04/2014		
3509	7,75	4,5	30/04/2014	5	1
3129	23,96	4,2	30/04/2014	218	3
3505	21,80	2,9	30/04/2014	37	1
3536			30/04/2014		
4965	31,97	4,8	30/04/2014	141	2
4997	22,29	3,1	30/04/2014	277	1
4994	17,20	3,3	30/04/2014	135	2
4990	38,69	6,2	30/04/2014	81	2
8941	36,75	5,9	30/04/2014	149	3
7			30/04/2014		
3133	17,04	2,1	30/04/2014	240	3
8946	20,95	3,1	30/04/2014	238	4
3140	30,82	5,6	30/04/2014	339	2
3230	23,52	3,8	30/04/2014	35	1
3138	34,10	5,1	30/04/2014	203	3
3524			30/04/2014		
3500	25,77	5,0	30/04/2014	16	1
3532			30/04/2014		
8933	21,91	4,3	30/04/2014	212	3
1			30/04/2014		
14			30/04/2014		
8932			30/04/2014	363	3
8970	25,86	4,5	30/04/2014	201	3
3227	25,07	4,8	30/04/2014	18	1
4971	10,92	1,2	30/04/2014	210	2
5004	10,86	1,8	30/04/2014	199	1
3216	11,99	1,6	30/04/2014	167	1
3517			30/04/2014		
3504	17,40	2,9	30/04/2014	201	1
4977			30/04/2014	318	1
8936	9,97	1,9	30/04/2014	252	4
17			30/04/2014		
9			30/04/2014		
4978	21,66	3,5	30/04/2014	141	2
8949	52,21	6,3	30/04/2014	75	4
3537			30/04/2014		
4997	20,29	2,8	01/05/2014	278	1
4977			01/05/2014	319	1
3504	24,77	3,9	01/05/2014	202	1
3509	7,81	4,5	01/05/2014	6	1
3133	15,49	1,9	01/05/2014	241	3
3524			01/05/2014		
4965	27,01	4,5	01/05/2014	142	2
3216	33,16	3,6	01/05/2014	168	1
7			01/05/2014		
3500	19,58	3,8	01/05/2014	17	1
8933	24,36	4,6	01/05/2014	213	3
4971	25,57	2,6	01/05/2014	211	2
3532			01/05/2014		
3140	21,64	3,8	01/05/2014	340	2
8932			01/05/2014	364	3
14			01/05/2014		
8970	31,53	5,1	01/05/2014	202	3
3227	14,20	3,2	01/05/2014	19	1
4978	33,18	5,3	01/05/2014	142	2
4990	35,23	5,8	01/05/2014	82	2
8949	51,03	5,9	01/05/2014	76	4
5004	12,73	1,8	01/05/2014	200	1
3505	33,33	4,3	01/05/2014	38	1
4994	23,67	4,6	01/05/2014	136	2
3536			01/05/2014		
3230	20,69	3,1	01/05/2014	36	1
17			01/05/2014		
3166	22,64	4,4	01/05/2014	372	2
8936	17,93	3,0	01/05/2014	253	4
3517			01/05/2014		
8959	34,59	5,4	01/05/2014	183	3
3495	25,54	4,6	01/05/2014	131	1
9			01/05/2014		
3138	26,11	4,0	01/05/2014	204	3
8946	20,79	3,8	01/05/2014	239	4
3507	15,39	3,3	01/05/2014	9	1
3129	27,67	4,6	01/05/2014	219	3
1			01/05/2014		
3537			01/05/2014		
3514			01/05/2014		
3541			01/05/2014		
8941	40,38	6,0	01/05/2014	150	3
3230	24,64	3,9	02/05/2014	37	1
3129	26,63	4,6	02/05/2014	220	3
8959	39,73	5,6	02/05/2014	184	3
3138	32,64	4,8	02/05/2014	205	3
3504	20,05	3,5	02/05/2014	203	1
14			02/05/2014		
8936	26,23	4,5	02/05/2014	254	4
3495	10,64	2,3	02/05/2014	132	1
3500	26,36	4,9	02/05/2014	18	1
4994	20,25	4,0	02/05/2014	137	2
17			02/05/2014		
8946	19,51	3,3	02/05/2014	240	4
3517			02/05/2014		
8932			02/05/2014	365	3
8941	36,57	5,6	02/05/2014	151	3
1			02/05/2014		
4978	12,76	2,3	02/05/2014	143	2
4977			02/05/2014	320	1
7			02/05/2014		
3537			02/05/2014		
3541			02/05/2014		
3509	12,85	4,6	02/05/2014	7	1
3514			02/05/2014		
8949	39,10	5,3	02/05/2014	77	4
4997	21,60	3,0	02/05/2014	279	1
3524			02/05/2014		
3536			02/05/2014		
3140	28,44	5,1	02/05/2014	341	2
8970	23,56	4,2	02/05/2014	203	3
3133	15,10	2,0	02/05/2014	242	3
3227	24,29	4,7	02/05/2014	20	1
3505	19,36	2,7	02/05/2014	39	1
3166	22,22	4,6	02/05/2014	373	2
8933	23,22	4,5	02/05/2014	214	3
4965	24,66	4,3	02/05/2014	143	2
9			02/05/2014		
4971	15,94	2,0	02/05/2014	212	2
3532			02/05/2014		
4990	39,78	6,4	02/05/2014	83	2
3216	13,94	2,5	02/05/2014	169	1
5004	13,80	2,0	02/05/2014	201	1
3507	22,51	4,4	02/05/2014	10	1
3140	27,66	4,5	03/05/2014	342	2
8932			03/05/2014	366	3
8936	18,03	3,5	03/05/2014	255	4
4965	29,63	4,8	03/05/2014	144	2
7			03/05/2014		
3509	19,69	5,1	03/05/2014	8	1
3138	26,32	4,1	03/05/2014	206	3
3500	21,00	3,8	03/05/2014	19	1
4977			03/05/2014	321	1
8970	23,89	4,2	03/05/2014	204	3
3504	19,89	3,2	03/05/2014	204	1
8946	18,45	3,2	03/05/2014	241	4
8959	25,82	5,3	03/05/2014	185	3
4971	17,27	2,0	03/05/2014	213	2
4994	20,42	4,2	03/05/2014	138	2
3227	25,11	5,6	03/05/2014	21	1
14			03/05/2014		
3537			03/05/2014		
8933	24,89	4,7	03/05/2014	215	3
8949	51,02	6,6	03/05/2014	78	4
17			03/05/2014		
3129	13,89	2,4	03/05/2014	221	3
4990	31,87	6,3	03/05/2014	84	2
3507	20,03	4,1	03/05/2014	11	1
5004	10,83	1,8	03/05/2014	202	1
3532			03/05/2014		
3230	14,14	2,8	03/05/2014	38	1
3216	25,71	3,3	03/05/2014	170	1
3536			03/05/2014		
3514			03/05/2014		
4978	19,43	3,1	03/05/2014	144	2
1			03/05/2014		
3524			03/05/2014		
3505	26,85	3,8	03/05/2014	40	1
9			03/05/2014		
4997	23,53	3,3	03/05/2014	280	1
8941	29,11	4,6	03/05/2014	152	3
3517			03/05/2014		
3166	21,93	4,3	03/05/2014	374	2
3133	17,23	2,1	03/05/2014	243	3
3495	16,44	3,2	03/05/2014	133	1
3541			03/05/2014		
3505	22,20	3,3	04/05/2014	41	1
8949	44,82	5,6	04/05/2014	79	4
8933	20,43	4,2	04/05/2014	216	3
8959	46,29	7,7	04/05/2014	186	3
3504	21,48	3,8	04/05/2014	205	1
3537			04/05/2014		
3129	31,05	4,9	04/05/2014	222	3
4994	18,49	4,0	04/05/2014	139	2
8941	49,05	7,5	04/05/2014	153	3
3133	13,13	1,7	04/05/2014	244	3
8970	23,61	4,6	04/05/2014	205	3
3524			04/05/2014		
5004	11,37	1,8	04/05/2014	203	1
7			04/05/2014		
3166	12,49	2,6	04/05/2014	375	2
3514			04/05/2014		
17			04/05/2014		
3495	17,97	3,3	04/05/2014	134	1
3500	22,30	4,1	04/05/2014	20	1
3532			04/05/2014		
14			04/05/2014		
4971	18,03	1,4	04/05/2014	214	2
8946	18,73	3,0	04/05/2014	242	4
4997	19,87	2,8	04/05/2014	281	1
4965	21,37	3,6	04/05/2014	145	2
3140	18,89	3,6	04/05/2014	343	2
8936	8,85	1,9	04/05/2014	256	4
8932			04/05/2014	367	3
3517			04/05/2014		
4978	32,27	5,0	04/05/2014	145	2
3509	18,97	4,4	04/05/2014	9	1
9			04/05/2014		
3536			04/05/2014		
3138	28,46	4,6	04/05/2014	207	3
3227	18,69	4,2	04/05/2014	22	1
1			04/05/2014		
3216	19,78	3,1	04/05/2014	171	1
4977			04/05/2014	322	1
3541			04/05/2014		
4990	28,76	5,2	04/05/2014	85	2
3507	24,04	4,4	04/05/2014	12	1
3230	25,51	3,4	04/05/2014	39	1
3133	17,29	2,2	05/05/2014	245	3
3537			05/05/2014		
8941	38,02	6,0	05/05/2014	154	3
3514			05/05/2014		
8970	24,77	5,0	05/05/2014	206	3
3230	24,64	3,3	05/05/2014	40	1
3504	21,51	3,5	05/05/2014	206	1
8949	46,24	5,9	05/05/2014	80	4
8959	36,54	6,2	05/05/2014	187	3
3541			05/05/2014		
3509	18,67	3,6	05/05/2014	10	1
3536			05/05/2014		
3138	26,66	4,2	05/05/2014	208	3
9			05/05/2014		
7			05/05/2014		
4994	15,83	3,2	05/05/2014	140	2
8936	26,12	4,6	05/05/2014	257	4
3517			05/05/2014		
3500	22,03	3,8	05/05/2014	21	1
1			05/05/2014		
8932			05/05/2014	368	3
3227	20,11	4,3	05/05/2014	23	1
3532			05/05/2014		
3507	27,09	5,1	05/05/2014	13	1
4978	14,45	2,5	05/05/2014	146	2
5004	12,13	2,7	05/05/2014	204	1
3216	22,97	3,3	05/05/2014	172	1
3129	27,30	5,4	05/05/2014	223	3
8946	21,84	3,2	05/05/2014	243	4
3524			05/05/2014		
4990	33,27	5,9	05/05/2014	86	2
3166	34,05	5,8	05/05/2014	376	2
4965	29,64	4,8	05/05/2014	146	2
4971	18,70	2,5	05/05/2014	215	2
3140	29,90	5,4	05/05/2014	344	2
4997	21,50	3,0	05/05/2014	282	1
3495	24,88	4,4	05/05/2014	135	1
3505	32,31	4,1	05/05/2014	42	1
8933	23,96	4,6	05/05/2014	217	3
14			05/05/2014		
4977			05/05/2014	323	1
17			05/05/2014		
3133	14,94	1,9	06/05/2014	246	3
17			06/05/2014		
8959	33,47	5,7	06/05/2014	188	3
3216	23,44	3,3	06/05/2014	173	1
14			06/05/2014		
3504	21,33	3,5	06/05/2014	207	1
3509	30,44	5,4	06/05/2014	11	1
4990	33,80	6,1	06/05/2014	87	2
3532			06/05/2014		
3507	19,51	3,7	06/05/2014	14	1
